employee_id,department,job_role,monthly_income,years_at_company,attrition_probability,attrition_risk_level,engagement_score,current_skills_count,missing_skills_count,career_readiness_pct,missing_skills,recommended_learning_plan
125,Sales,Sales Executive,5010,11,0.1494,LOW,56.25,10,9,52.63,Adobe Illustrator|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Outlook|Monitoring|Reading Comprehension|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
126,Research & Development,Research Director,13549,4,0.1287,LOW,50.0,12,10,54.55,Active Listening|Adobe Photoshop|ESRI ArcGIS software|Mathematics|Microsoft Access|Microsoft Excel|Microsoft Project|Monitoring|Reading Comprehension|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
128,Sales,Sales Executive,4999,3,0.1521,LOW,50.0,8,11,42.11,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Monitoring|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02)
129,Sales,Sales Executive,4221,5,0.1631,LOW,62.5,8,11,42.11,Active Learning|Active Listening|Adobe Illustrator|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Microsoft Office software|Monitoring|Reading Comprehension|Salesforce software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
131,Sales,Sales Executive,13872,37,0.1403,LOW,81.25,15,4,78.95,Apple macOS|Critical Thinking|Microsoft Excel|Microsoft Office software,Critical Thinking & Complex Decision Making (C-SOFT-01)
132,Research & Development,Laboratory Technician,2042,3,0.1579,LOW,62.5,11,9,55.0,Billing software|Commercial plate reader software|Google Docs|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Monitoring|Science|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
133,Human Resources,Human Resources,2073,3,0.7442,HIGH,68.75,9,11,45.0,Active Learning|Adobe Acrobat|Adobe Photoshop|Applicant tracking software|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Speaking|Workday software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
134,Research & Development,Research Scientist,2956,1,0.241,LOW,75.0,9,13,40.91,Ansible software|Apache Kafka|Apache Spark|C|C++|Critical Thinking|Docker|Git|Learning Strategies|Mathematics|Monitoring|Science|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
137,Research & Development,Laboratory Technician,2926,1,0.8832,HIGH,75.0,8,12,40.0,Billing software|Commercial plate reader software|Critical Thinking|Data entry software|Database software|Google Docs|MEDITECH software|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Science,Critical Thinking & Complex Decision Making (C-SOFT-01)
138,Research & Development,Research Scientist,4809,16,0.0733,LOW,62.5,12,10,54.55,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Kafka|Bash|Critical Thinking|Docker|Go|Science,Critical Thinking & Complex Decision Making (C-SOFT-01)
139,Research & Development,Healthcare Representative,5163,1,0.151,LOW,81.25,11,8,57.89,Amazon Web Services AWS software|HubSpot software|IBM SPSS Statistics|Microsoft Office software|Microsoft Outlook|Monitoring|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
140,Human Resources,Manager,18844,3,0.0765,LOW,81.25,14,6,70.0,Adobe Creative Cloud software|Apache Hadoop|Learning Strategies|Microsoft Office software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
141,Research & Development,Research Director,18172,8,0.158,LOW,43.75,15,7,68.18,Adobe Photoshop|ESRI ArcGIS software|IBM SPSS Statistics|Mathematics|Microsoft Access|Microsoft Visio|Science,Critical Thinking & Complex Decision Making (C-SOFT-01)
142,Sales,Sales Executive,5744,6,0.5856,MEDIUM,75.0,8,11,42.11,Active Listening|Adobe Creative Cloud software|Adobe InDesign|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Outlook|Monitoring|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
143,Research & Development,Research Scientist,2889,2,0.1231,LOW,81.25,9,13,40.91,Active Learning|Active Listening|Amazon Web Services AWS software|Ansible software|Apache Kafka|Apache Spark|C|Critical Thinking|Docker|Git|Go|Learning Strategies|Science,Executive Communication & Stakeholder Alignment (C-SOFT-02)
144,Research & Development,Laboratory Technician,2871,0,0.6768,HIGH,75.0,8,12,40.0,Active Learning|Billing software|Critical Thinking|Data entry software|MEDITECH software|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Reading Comprehension|SAP software|Science|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
145,Research & Development,Healthcare Representative,7484,13,0.1224,LOW,43.75,12,7,63.16,Active Learning|Active Listening|Apache Hadoop|IBM SPSS Statistics|Intuit QuickBooks|Linux|Monitoring,Executive Communication & Stakeholder Alignment (C-SOFT-02)
147,Research & Development,Laboratory Technician,6074,9,0.6786,HIGH,56.25,10,10,50.0,Active Learning|Active Listening|Billing software|Commercial plate reader software|Critical Thinking|Database software|Microsoft Office software|Microsoft Word|Monitoring|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
148,Human Resources,Manager,17328,5,0.1341,LOW,93.75,13,7,65.0,Adobe Creative Cloud software|Adobe Photoshop|Amazon Web Services AWS software|Atlassian Confluence|Atlassian JIRA|Critical Thinking|Microsoft Office software,Critical Thinking & Complex Decision Making (C-SOFT-01)
150,Research & Development,Laboratory Technician,2774,5,0.1325,LOW,68.75,9,11,45.0,Active Listening|Commercial plate reader software|Database software|Google Docs|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension|SAP software|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
151,Research & Development,Research Scientist,4505,1,0.2087,LOW,62.5,11,11,50.0,Active Listening|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Kafka|C|Critical Thinking|Docker|Git|GitHub|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
152,Sales,Sales Executive,7428,5,0.1236,LOW,68.75,10,9,52.63,Active Learning|Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Autodesk AutoCAD|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
153,Research & Development,Manager,11631,11,0.091,LOW,62.5,11,9,55.0,Active Learning|Adobe Acrobat|Adobe Photoshop|Amazon Web Services AWS software|Microsoft Excel|Monitoring|Reading Comprehension|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
154,Sales,Sales Executive,9738,9,0.1003,LOW,75.0,9,10,47.37,Adobe Acrobat|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Salesforce software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
155,Research & Development,Laboratory Technician,2835,1,0.2155,LOW,56.25,9,11,45.0,Active Learning|Billing software|Database software|Google Docs|Microsoft Excel|Microsoft Outlook|Microsoft PowerPoint|Microsoft Word|Monitoring|SAP software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
158,Sales,Manager,16959,25,0.1215,LOW,87.5,13,7,65.0,Active Learning|Apache Hadoop|Atlassian JIRA|Autodesk AutoCAD|Microsoft Office software|Microsoft PowerPoint|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
159,Research & Development,Research Scientist,2613,10,0.1491,LOW,50.0,11,11,50.0,Active Listening|Ansible software|Apache Spark|C|Critical Thinking|Docker|Git|Go|Learning Strategies|Science|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
160,Sales,Sales Executive,6146,7,0.1694,LOW,56.25,9,10,47.37,Active Learning|Active Listening|Adobe Illustrator|Adobe Photoshop|Critical Thinking|Microsoft Excel|Microsoft Office software|Microsoft Outlook|Salesforce software|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
161,Research & Development,Research Scientist,4963,5,0.3588,MEDIUM,50.0,10,12,45.45,Amazon Web Services AWS software|Apache Kafka|Apache Spark|C|Docker|Git|GitHub|Go|Mathematics|Monitoring|Science|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
162,Research & Development,Research Director,19537,20,0.1411,LOW,62.5,14,8,63.64,Active Learning|Learning Strategies|Microsoft Access|Microsoft Excel|Microsoft Project|Microsoft Visio|Reading Comprehension|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
163,Sales,Sales Executive,6172,7,0.7148,HIGH,50.0,10,9,52.63,Active Learning|Active Listening|Adobe Acrobat|Adobe Illustrator|Critical Thinking|Microsoft Outlook|Microsoft PowerPoint|Monitoring|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02)
164,Research & Development,Research Scientist,2368,5,0.1175,LOW,62.5,10,12,45.45,Active Listening|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Kafka|Apache Spark|Bash|Critical Thinking|Git|Go|Learning Strategies|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
165,Research & Development,Healthcare Representative,10312,40,0.1837,LOW,93.75,16,3,84.21,Critical Thinking|Monitoring|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01) + Agile Project Leadership & Team Dynamics (C-SOFT-03)
167,Sales,Sales Representative,1675,0,0.8993,HIGH,87.5,7,12,36.84,Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Critical Thinking|Microsoft Excel|Microsoft Office software|Monitoring|Salesforce software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
169,Research & Development,Laboratory Technician,2523,2,0.181,LOW,81.25,8,12,40.0,Active Learning|Active Listening|Billing software|Commercial plate reader software|Critical Thinking|Database software|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Science|Speaking|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
170,Research & Development,Manufacturing Director,6567,15,0.1323,LOW,62.5,11,9,55.0,Adobe Acrobat|Adobe Photoshop|Apple macOS|Atlassian Confluence|Autodesk AutoCAD|Learning Strategies|Microsoft PowerPoint|Monitoring|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
171,Research & Development,Research Scientist,4739,3,0.1262,LOW,81.25,13,9,59.09,Active Listening|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Bash|C++|Docker|Git|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
174,Sales,Sales Executive,9208,2,0.1743,LOW,87.5,11,8,57.89,Adobe Acrobat|Adobe Creative Cloud software|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Salesforce software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
175,Sales,Sales Executive,4559,2,0.4864,MEDIUM,56.25,8,11,42.11,Adobe Acrobat|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft PowerPoint|Monitoring|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
176,Sales,Sales Executive,8189,9,0.1794,LOW,75.0,10,9,52.63,Active Listening|Adobe Acrobat|Adobe Creative Cloud software|Adobe InDesign|Autodesk AutoCAD|Critical Thinking|Microsoft PowerPoint|Monitoring|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
177,Human Resources,Human Resources,2942,8,0.1301,LOW,81.25,9,11,45.0,Adobe Acrobat|Adobe Illustrator|Adobe InDesign|Applicant tracking software|Microsoft Excel|Microsoft Office software|Microsoft PowerPoint|Monitoring|Oracle HRIS|Reading Comprehension|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
178,Research & Development,Manufacturing Director,4941,3,0.1715,LOW,68.75,9,11,45.0,Active Learning|Active Listening|Adobe Photoshop|Apache Hadoop|Apple macOS|Atlassian Confluence|Critical Thinking|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension|Writing,Executive Communication & Stakeholder Alignment (C-SOFT-02)
179,Research & Development,Manufacturing Director,10650,4,0.1341,LOW,62.5,12,8,60.0,Active Listening|Adobe Acrobat|Atlassian Confluence|Critical Thinking|Learning Strategies|Microsoft Office software|Microsoft PowerPoint|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02)
182,Sales,Sales Executive,5902,15,0.1111,LOW,75.0,11,8,57.89,Active Learning|Adobe Acrobat|Adobe Creative Cloud software|Critical Thinking|Microsoft Excel|Microsoft Outlook|Reading Comprehension|Salesforce software,Critical Thinking & Complex Decision Making (C-SOFT-01)
183,Sales,Sales Executive,8639,2,0.2616,LOW,62.5,8,11,42.11,Active Listening|Adobe Creative Cloud software|Adobe Illustrator|Adobe InDesign|Adobe Photoshop|Autodesk AutoCAD|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Salesforce software|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
184,Human Resources,Human Resources,6347,11,0.1341,LOW,87.5,10,10,50.0,Adobe Creative Cloud software|Applicant tracking software|Critical Thinking|Microsoft Office software|Microsoft Outlook|Microsoft PowerPoint|Reading Comprehension|Speaking|Workday software|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
190,Research & Development,Laboratory Technician,4200,5,0.6924,HIGH,37.5,10,10,50.0,Active Listening|Commercial plate reader software|Critical Thinking|Data entry software|Database software|Google Docs|MEDITECH software|Microsoft Office software|Microsoft Outlook|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
192,Research & Development,Research Scientist,3452,6,0.1375,LOW,75.0,11,11,50.0,Active Learning|Ansible software|Apache Spark|Critical Thinking|Git|GitHub|Go|Monitoring|Reading Comprehension|Science|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
193,Research & Development,Research Scientist,4317,3,0.1443,LOW,75.0,13,9,59.09,Amazon Web Services AWS software|Apache Kafka|Apache Spark|Critical Thinking|Go|Learning Strategies|Monitoring|Science|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
194,Research & Development,Research Scientist,2632,5,0.1503,LOW,62.5,10,12,45.45,Active Learning|Active Listening|Amazon Web Services AWS software|Apache Kafka|Apache Spark|C++|Critical Thinking|Docker|Learning Strategies|Reading Comprehension|Science|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
195,Sales,Sales Executive,4668,8,0.1504,LOW,81.25,9,10,47.37,Active Listening|Adobe Acrobat|Adobe Illustrator|Adobe Photoshop|Apple macOS|Autodesk AutoCAD|Critical Thinking|Microsoft Outlook|Monitoring|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02)
197,Research & Development,Research Scientist,3204,3,0.1492,LOW,75.0,10,12,45.45,Active Learning|Amazon Web Services AWS software|Ansible software|Apache Hadoop|Apache Spark|Bash|C|C++|Git|Learning Strategies|Monitoring|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
198,Research & Development,Laboratory Technician,2720,5,0.1228,LOW,75.0,9,11,45.0,Active Learning|Commercial plate reader software|Critical Thinking|MEDITECH software|Microsoft PowerPoint|Microsoft Word|Monitoring|Reading Comprehension|SAP software|Speaking|Writing,Critical Thinking & Complex Decision Making (C-SOFT-01)
199,Research & Development,Manager,17181,7,0.0796,LOW,56.25,12,8,60.0,Active Learning|Active Listening|Adobe Creative Cloud software|Apache Hadoop|Atlassian JIRA|Autodesk AutoCAD|Learning Strategies|Reading Comprehension,Executive Communication & Stakeholder Alignment (C-SOFT-02)
200,Research & Development,Laboratory Technician,2238,5,0.1528,LOW,68.75,9,11,45.0,Active Learning|Active Listening|Critical Thinking|Data entry software|Database software|Microsoft Office software|Microsoft PowerPoint|Microsoft Word|Monitoring|Science|Speaking,Executive Communication & Stakeholder Alignment (C-SOFT-02) + Critical Thinking & Complex Decision Making (C-SOFT-01)
201,Research & Development,Laboratory Technician,1483,1,0.5556,MEDIUM,68.75,8,12,40.0,Active Learning|Commercial plate reader software|Critical Thinking|Data entry software|Database software|MEDITECH software|Microsoft Excel|Microsoft Outlook|Monitoring|Reading Comprehension|SAP software|Speaking,Critical Thinking & Complex Decision Making (C-SOFT-01)
